Product,Jan23,Dec22,Nov22,Oct22,Sep22,Aug22
Tetracaine 0.5% eye drops 0.5ml unit dose preservative free 20,£11.10,£11.10,£11.10,£11.10,£11.10,£10.57
Tetracaine 1% eye drops 0.5ml unit dose preservative free 20,£11.10,£11.10,£11.10,£11.10,£11.10,£10.57
Tetracaine 4% gel 1.5,£1.08,£1.08,£1.08,£1.08,£1.08,£1.08
Tetracosactide 1mg/1ml suspension for injection ampoules 1,£346.28,£346.28,£346.28,£346.28,£346.28,£346.28
Tetracosactide 250micrograms/1ml solution for injection ampoules 1,£38.00,£38.00,£38.00,£38.00,£38.00,£38.00
Tetracycline 250mg tablets 28,£26.72,£6.87,£6.58,£6.58,£4.61,£4.61
Thalidomide 50mg capsules 28,£298.48,£298.48,£298.48,£298.48,£298.48,£298.48
Theophylline 200mg modified-release tablets 56,£3.29,£2.96,£2.96,£2.96,£2.96,£2.96
Theophylline 300mg modified-release tablets 56,£5.30,£4.77,£4.77,£4.77,£4.77,£4.77
Theophylline 400mg modified-release tablets 56,£6.28,£5.65,£5.65,£5.65,£5.65,£5.65
Thiamine 100mg tablets 100,£4.88,£5.18,£4.97,£4.97,£4.81,£4.81
Thiamine 50mg tablets 100,£3.32,£3.63,£3.49,£3.49,£3.70,£3.70
Tiagabine 10mg tablets 100,£104.09,£104.09,£104.09,£104.09,£104.09,£104.09
Tiagabine 15mg tablets 100,£156.13,£156.13,£156.13,£156.13,£156.13,£156.13
Tiagabine 5mg tablets 100,£52.04,£52.04,£52.04,£52.04,£52.04,£52.04
Tiaprofenic acid 300mg tablets 56,£14.95,£14.95,£14.95,£14.95,£14.95,£14.95
Tibolone 2.5mg tablets 28,£4.33,£4.91,£4.71,£4.71,£4.75,£4.75
Ticagrelor 60mg tablets 56,£54.60,£54.60,£54.60,£54.60,£54.60,£54.60
Ticagrelor 90mg orodispersible tablets sugar free 56,£54.60,£54.60,£54.60,£54.60,£54.60,£54.60
Ticagrelor 90mg tablets 56,£54.60,£54.60,£54.60,£54.60,£54.60,£54.60
Timolol 0.25% eye drops 5,£2.17,£2.92,£2.80,£2.80,£2.91,£2.91
Timolol 0.25% eye gel 2.5,£3.12,£3.12,£3.12,£3.12,£3.12,£3.12
Timolol 0.5% eye drops 5,£2.25,£2.83,£2.72,£2.72,£2.86,£2.86
Timolol 0.5% eye gel 2.5,£3.12,£3.12,£3.12,£3.12,£3.12,£3.12
Timolol 10mg / Bendroflumethiazide 2.5mg tablets 30,£63.08,£63.08,£63.08,£63.08,£63.08,£63.08
Timolol 10mg tablets 30,£40.58,£40.57,£40.58,£40.55,£40.60,£40.49
Timolol 1mg/g gel eye drops 0.4g unit dose preservative free 30,£7.49,£7.49,£7.49,£7.49,£7.49,£7.49
Timolol 2.5mg/ml eye drops preservative free 5,£8.45,£8.45,£8.45,£8.45,£8.45,£8.45
Timolol 5mg/ml eye drops preservative free 5,£9.65,£9.65,£9.65,£9.65,£9.65,£9.65
"Timothy grass pollen allergen extract 75,000 SQ-T oral lyophilisates sugar free 30",£80.12,£80.12,£80.12,£80.12,£80.12,£80.12
"Tinzaparin sodium 10,000units/0.5ml solution for injection pre-filled syringes 10",£62.48,£62.48,£62.48,£62.48,£62.48,£62.48
"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes 10",£74.97,£74.97,£74.97,£74.97,£74.97,£74.97
"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes 10",£87.36,£87.36,£87.36,£87.36,£87.36,£87.36
"Tinzaparin sodium 16,000units/0.8ml solution for injection pre-filled syringes 10",£99.96,£99.96,£99.96,£99.96,£99.96,£99.96
"Tinzaparin sodium 18,000units/0.9ml solution for injection pre-filled syringes 10",£112.46,£112.46,£112.46,£112.46,£112.46,£112.46
"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes 10",£21.29,£21.29,£21.29,£21.29,£21.29,£21.29
"Tinzaparin sodium 20,000units/2ml solution for injection vials 10",£110.94,£110.94,£110.94,£110.94,£110.94,£110.94
"Tinzaparin sodium 3,500units/0.35ml solution for injection pre-filled syringes 10",£29.79,£29.79,£29.79,£29.79,£29.79,£29.79
"Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes 10",£38.30,£38.30,£38.30,£38.30,£38.30,£38.30
"Tinzaparin sodium 40,000units/2ml solution for injection vials 1",£35.91,£35.91,£35.91,£35.91,£35.91,£35.91
"Tinzaparin sodium 8,000units/0.4ml solution for injection pre-filled syringes 10",£49.98,£49.98,£49.98,£49.98,£49.98,£49.98
Tioconazole 283mg/ml medicated nail lacquer 12,£28.74,£28.74,£28.74,£28.74,£28.74,£28.74
Tioguanine 40mg tablets 25,£76.35,£76.35,£76.35,£76.35,£76.35,£76.35
Tiotropium bromide 10microgram inhalation powder capsules with device 30,£25.80,£25.80,£25.80,£25.80,£25.80,£25.80
Tiotropium bromide 18microgram inhalation powder capsules 30,£33.50,£33.50,£33.50,£33.50,£33.50,£33.50
Tiotropium bromide 18microgram inhalation powder capsules with device 30,£34.87,£34.87,£34.87,£34.87,£34.87,£34.87
Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free 60,£32.50,£32.50,£32.50,£32.50,£32.50,£32.50
Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free 60,£32.50,£32.50,£32.50,£32.50,£32.50,£32.50
Tiotropium bromide 2.5micrograms/dose inhalation solution cartridge CFC free 60,£23.00,£23.00,£23.00,£23.00,£23.00,£23.00
Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free 60,£23.00,£23.00,£23.00,£23.00,£23.00,£23.00
Tirbanibulin 10mg/g ointment 250mg sachets 5,£59.00,£59.00,£59.00,£59.00,£59.00,£59.00
Titanium ointment 30,£2.24,£2.24,£2.24,£2.24,£2.24,£2.24
Tizanidine 2mg tablets 120,£10.51,£9.07,£8.69,£8.69,£6.87,£6.87
Tizanidine 4mg tablets 120,£40.05,£40.05,£40.05,£40.05,£40.05,£40.05
Tobramycin 240mg/6ml solution for injection vials 1,£19.20,£19.20,£19.20,£19.20,£19.20,£19.20
Tobramycin 28mg inhalation powder capsules with device 224,"£1,790.00","£1,790.00","£1,790.00","£1,790.00","£1,790.00","£1,790.00"
Tobramycin 300mg/4ml nebuliser liquid ampoules 56,"£1,187.00","£1,187.00","£1,187.00","£1,187.00","£1,187.00","£1,187.00"
Tobramycin 300mg/5ml nebuliser liquid ampoules 56,"£1,082.29","£1,082.60","£1,081.98","£1,083.21","£1,080.74","£1,085.68"
Tobramycin 80mg/2ml solution for injection vials 1,£5.37,£5.37,£5.37,£5.37,£5.37,£5.37
Tobramycin 80mg/2ml solution for injection vials 5,£20.80,£5.37,£5.37,£5.37,£5.37,£5.37
Tocilizumab 162mg/0.9ml solution for injection pre-filled disposable devices 4,£913.12,£913.12,£913.12,£913.12,£913.12,£913.12
Tocilizumab 162mg/0.9ml solution for injection pre-filled syringes 4,£913.12,£913.12,£913.12,£913.12,£913.12,£913.12
Tocofersolan 50mg/ml oral solution sugar free 20,£54.55,£54.55,£54.55,£54.55,£54.55,£54.55
Tolbutamide 500mg tablets 28,£101.40,£97.79,£102.13,£93.44,£90.18,£42.26
Tolcapone 100mg tablets 100,£95.20,£95.20,£95.20,£95.20,£95.20,£95.20
Tolfenamic acid 200mg tablets 10,£27.08,£27.08,£27.08,£27.08,£27.08,£27.08
Tolnaftate 1% liquid spray 150,£3.55,£3.55,£3.55,£3.55,£3.55,£3.55
Tolterodine 1mg tablets 56,£2.43,£2.78,£2.68,£2.68,£2.57,£2.57
Tolterodine 2mg modified-release capsules 28,£11.60,£11.60,£11.60,£11.60,£11.60,£11.60
Tolterodine 2mg tablets 56,£2.81,£3.19,£3.06,£3.06,£2.77,£2.77
Tolterodine 4mg modified-release capsules 28,£25.78,£25.78,£25.78,£25.78,£25.78,£25.78
Tolvaptan 7.5mg tablets 10,£448.08,£448.08,£448.08,£448.08,£448.08,£448.08
Topiramate 100mg tablets 60,£3.17,£3.04,£2.92,£2.92,£3.57,£3.57
Topiramate 100mg/5ml oral suspension sugar free 280,£285.00,£285.00,£285.00,£285.00,£279.12,£279.12
Topiramate 15mg capsules 60,£14.79,£14.79,£14.79,£14.79,£14.79,£14.79
Topiramate 200mg tablets 60,£31.66,£31.75,£31.85,£31.97,£32.11,£32.27
Topiramate 25mg capsules 60,£22.18,£22.18,£22.18,£22.18,£22.18,£22.18
Topiramate 25mg tablets 60,£2.25,£1.77,£1.70,£1.70,£1.80,£1.80
Topiramate 50mg capsules 60,£36.45,£36.45,£36.45,£36.45,£36.45,£36.45
Topiramate 50mg tablets 60,£2.89,£2.55,£2.45,£2.45,£2.51,£2.51
Topiramate 50mg/5ml oral suspension sugar free 150,£199.00,£199.00,£199.00,£199.00,£195.18,£195.18
Torasemide 10mg tablets 28,£10.46,£8.14,£8.14,£8.14,£8.14,£8.14
Torasemide 2.5mg tablets 28,£3.78,£3.78,£3.78,£3.78,£3.78,£3.78
Torasemide 5mg tablets 28,£7.77,£5.53,£5.53,£5.53,£5.53,£5.53
Toremifene 60mg tablets 30,£29.08,£29.08,£29.08,£29.08,£29.08,£29.08
Tramadol 100mg modified-release capsules 60,£14.47,£14.47,£14.47,£14.47,£14.47,£14.47
Tramadol 100mg/2ml solution for injection ampoules 5,£4.00,£4.00,£4.00,£4.00,£4.00,£4.00
Tramadol 100mg/ml oral drops 10,£25.00,£25.00,£25.00,£25.00,£25.00,£25.00
Tramadol 150mg modified-release capsules 60,£21.71,£21.71,£21.71,£21.71,£21.71,£21.71
Tramadol 200mg modified-release capsules 60,£28.93,£28.93,£28.93,£28.93,£28.93,£28.93
Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free 60,£9.68,£9.68,£9.68,£9.68,£9.68,£9.68
Tramadol 37.5mg / Paracetamol 325mg tablets 60,£1.79,£1.82,£1.76,£1.76,£1.72,£1.72
Tramadol 400mg modified-release tablets 28,£28.51,£28.51,£28.51,£28.51,£28.51,£28.51
Tramadol 50mg capsules 30,£0.84,£0.78,£0.76,£0.76,£0.77,£0.77
Tramadol 50mg capsules 100,£2.80,£0.78,£0.76,£0.76,£0.77,£0.77
Tramadol 50mg modified-release capsules 60,£7.24,£7.24,£7.24,£7.24,£7.24,£7.24
Tramadol 50mg modified-release tablets 60,£4.60,£4.60,£4.60,£4.60,£4.60,£4.60
Tramadol 50mg orodispersible tablets sugar free 60,£7.12,£7.12,£7.12,£7.12,£7.12,£7.12
Tramadol 50mg soluble tablets sugar free 100,£13.33,£13.33,£13.33,£13.33,£13.33,£13.33
Tramadol 50mg/5ml oral solution sugar free 100,£4.50,£4.50,£4.50,,,
Tramadol 75mg / Dexketoprofen 25mg tablets 20,£5.52,£5.52,£5.52,£5.52,£5.52,£5.52
Trandolapril 1mg capsules 28,£20.20,£20.20,£20.20,£20.20,£20.20,£20.20
Trandolapril 2mg capsules 28,£2.28,£2.04,£1.97,£1.97,£2.13,£2.13
Trandolapril 4mg capsules 28,£10.84,£10.84,£10.84,£10.84,£10.84,£10.84
Trandolapril 500microgram capsules 14,£1.68,£1.68,£1.68,£1.68,£1.68,£1.68
Tranexamic acid 500mg tablets 60,£6.41,£6.47,£6.20,£6.20,£6.16,£6.16
Tranexamic acid 500mg/5ml solution for injection ampoules 5,£7.50,£7.50,£7.50,£7.50,£7.50,£7.50
Tranexamic acid 500mg/5ml solution for injection ampoules 10,£15.47,£7.50,£7.50,£7.50,£7.50,£7.50
Tranylcypromine 10mg tablets 28,£518.20,£507.84,£528.56,£487.12,£487.15,£487.08
Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops 2.5,£5.55,£5.71,£5.47,£5.47,£5.60,£5.60
Travoprost 40micrograms/ml eye drops 2.5,£1.66,£1.93,£1.86,£1.86,£1.78,£1.78
Trazodone 100mg capsules 56,£2.93,£3.10,£2.98,£2.98,£3.05,£3.05
Trazodone 100mg tablets 56,£26.75,£26.75,£26.75,£26.75,£26.75,£26.75
Trazodone 100mg/5ml oral solution sugar free 120,£267.18,£263.11,£270.83,£255.39,£255.60,£255.18
Trazodone 150mg tablets 28,£2.25,£2.39,£2.30,£2.30,£2.48,£2.48
Trazodone 50mg capsules 84,£2.58,£2.72,£2.62,£2.62,£3.31,£3.31
Trazodone 50mg tablets 84,£23.43,£23.43,£23.43,£23.43,£23.43,£23.43
Trazodone 50mg/5ml oral solution sugar free 120,£10.57,£11.29,£10.81,£10.81,£10.84,£10.84
Tretinoin 0.025% / Erythromycin 4% solution 25,£7.05,£7.05,£7.05,£7.05,£7.05,£7.05
Tretinoin 10mg capsules 100,£325.00,£325.00,£325.00,£325.00,£325.00,£325.00
Triamcinolone 55micrograms/dose nasal spray 120,£7.39,£7.39,£7.39,£7.39,£7.39,£7.39
Triamcinolone acetonide 40mg/1ml suspension for injection vials 5,£7.45,£7.45,£7.45,£7.45,£7.45,£7.45
Triamcinolone acetonide 50mg/5ml suspension for injection vials 1,£3.63,£3.63,£3.63,£3.63,£3.63,£3.63
Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules 10,£120.00,£120.00,£120.00,£120.00,£120.00,£120.00
Triamterene 50mg / Chlortalidone 50mg tablets 28,£185.00,£185.00,£185.00,£185.00,£185.00,£185.00
Triamterene 50mg capsules 30,£41.90,£41.90,£41.90,£41.90,£41.90,£41.90
Trientine 200mg capsules 100,"£3,075.13","£3,075.13","£3,075.13","£3,075.13","£3,075.13",#N/A
Trifarotene 50micrograms/g cream 75,£27.75,£27.75,£27.75,,,
Trifluoperazine 1mg tablets 112,£59.12,£59.12,£59.12,£59.12,£59.12,£59.12
Trifluoperazine 1mg/5ml oral solution sugar free 200,£136.88,£136.88,£136.88,£136.88,£136.88,£136.88
Trifluoperazine 5mg tablets 112,£134.89,£134.89,£134.89,£134.89,£134.89,£134.89
Trifluoperazine 5mg/5ml oral solution sugar free 150,£44.17,£43.70,£43.63,£43.77,£43.49,£44.04
Trihexyphenidyl 2mg tablets 84,£4.06,£4.32,£4.15,£4.15,£3.88,£3.88
Trihexyphenidyl 5mg tablets 84,£20.62,£20.62,£20.62,£20.62,£20.62,£20.62
Trihexyphenidyl 5mg/5ml oral solution 200,£94.00,£94.00,£94.00,£94.00,£82.54,£82.54
Trimethoprim 100mg tablets 28,£1.05,£1.13,£1.10,£1.10,£1.37,£1.37
Trimethoprim 200mg tablets 6,£0.51,£0.78,£0.75,£0.75,£0.75,£0.75
Trimethoprim 200mg tablets 14,£1.19,£0.78,£0.75,£0.75,£0.75,£0.75
Trimethoprim 50mg/5ml oral suspension sugar free 100,£8.39,£10.72,£10.27,£10.27,£7.16,£7.16
Trimipramine 10mg tablets 28,£179.18,£179.18,£179.18,£179.18,£179.18,£179.18
Trimipramine 25mg tablets 28,£200.50,£200.50,£200.50,£200.50,£200.50,£200.50
Trimipramine 50mg capsules 28,£217.50,£217.50,£217.50,£217.50,£217.50,£217.50
Triptorelin 11.25mg powder and solvent for suspension for injection vials 1,£207.00,£207.00,£207.00,£207.00,£207.00,£207.00
Triptorelin acetate 3.75mg powder and solvent for suspension for injection pre-filled syringes 1,£81.69,£81.69,£81.69,£81.69,£81.69,£81.69
Triptorelin acetate 3mg powder and solvent for suspension for injection vials 1,£69.00,£69.00,£69.00,£69.00,£69.00,£69.00
Triptorelin embonate 22.5mg powder and solvent for suspension for injection vials 1,£414.00,£414.00,£414.00,£414.00,£414.00,£414.00
Tropicamide 0.5% eye drops 0.5ml unit dose preservative free 20,£11.74,£11.74,£11.74,£11.74,£11.74,£11.18
Tropicamide 1% eye drops 5,£1.60,£1.60,£1.60,£1.60,£1.60,£1.60
Tropicamide 1% eye drops 0.5ml unit dose preservative free 20,£11.88,£11.88,£11.88,£11.88,£11.88,£11.31
Trospium chloride 20mg tablets 60,£10.91,£5.14,£4.93,£4.93,£2.95,£2.95
Trospium chloride 60mg modified-release capsules 28,£23.05,£23.05,£23.05,£23.05,£23.05,£23.05
Typhoid polysaccharide 25micrograms/0.5ml vaccine solution for injection pre-filled syringes 1,£11.16,£11.16,£11.16,£11.16,£11.16,£11.16
Typhoid polysaccharide 25micrograms/0.5ml vaccine solution for injection pre-filled syringes 10,£111.60,£11.16,£11.16,£11.16,£11.16,£11.16
"Typhoid vaccine (live, oral, strain ty21a) gastro-resistant capsules 3",£14.77,£14.77,£14.77,£14.77,£14.77,£14.77
Ulipristal 30mg tablets 1,£14.05,£14.05,£14.05,£14.05,£14.05,£14.05
Ulipristal 5mg tablets 28,£114.13,£114.13,£114.13,£114.13,£114.13,£114.13
Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler 30,£32.50,£32.50,£32.50,£32.50,£32.50,£32.50
Umeclidinium bromide 65micrograms/dose dry powder inhaler 30,£27.50,£27.50,£27.50,£27.50,£27.50,£27.50
Urea [13-C] 45mg oral powder breath test kit sugar free 1,£20.00,£20.00,£20.00,£20.00,£20.00,£20.00
Urea [13-C] 50mg tablets breath test kit 1,£21.25,£21.25,£21.25,£21.25,£21.25,£21.25
Urea [13-C] 75mg oral powder breath test kit sugar free 1,£21.00,£21.00,£21.00,£21.00,£21.00,£21.00
Urea 5% / Lauromacrogols 3% cream 50,£2.81,£2.81,£2.81,£2.81,£2.81,£2.81
Urea 5% / Lauromacrogols 3% cream 100,£4.28,£2.81,£2.81,£2.81,£2.81,£2.81
Urea 5% / Lauromacrogols 3% cream 500,£14.99,£2.81,£2.81,£2.81,£2.81,£2.81
Urea 5% cream 50,£6.36,£6.36,£6.36,£6.36,£6.36,£6.36
Urea 5% cream 75,£5.72,£6.36,£6.36,£6.36,£6.36,£6.36
Urea 5% scalp application 100,£7.05,£7.05,£7.05,£7.05,£7.05,£7.05
Urea hydrogen peroxide 5% ear drops 8,£3.41,£3.41,£3.41,£3.41,£3.41,£3.41
Urofollitropin 150unit powder and solvent for solution for injection vials 10,£558.00,£558.00,£558.00,£558.00,£558.00,£558.00
Ursodeoxycholic acid 150mg tablets 60,£22.47,£20.41,£19.02,£19.02,£19.02,£19.02
Ursodeoxycholic acid 250mg capsules 60,£9.95,£11.16,£10.69,£10.69,£10.75,£10.75
Ursodeoxycholic acid 250mg tablets 60,£18.00,£18.00,£18.00,£18.00,£18.00,£18.00
Ursodeoxycholic acid 250mg/5ml oral suspension sugar free 250,£26.98,£26.98,£26.98,£26.98,£26.98,£26.98
Ursodeoxycholic acid 300mg tablets 60,£57.67,£59.16,£61.94,£63.52,£61.50,£58.95
Ursodeoxycholic acid 500mg tablets 100,£80.00,£80.00,£80.00,£80.00,£80.00,£80.00
Valaciclovir 250mg tablets 60,£123.28,£123.28,£123.28,£123.28,£123.28,£123.28
Valaciclovir 500mg tablets 10,£13.51,£14.90,£14.27,£14.27,£14.98,£14.98
Valganciclovir 450mg tablets 60,"£1,027.40","£1,027.40","£1,027.40","£1,027.40","£1,027.40","£1,027.40"
Valganciclovir 50mg/ml oral solution sugar free 100,£230.32,£230.32,£230.32,£230.32,£230.32,£230.32
Valproic acid 250mg gastro-resistant tablets 30,£5.69,£5.69,£5.69,£5.69,£5.69,£5.69
Valproic acid 500mg gastro-resistant tablets 30,£11.37,£11.37,£11.37,£11.37,£11.37,£11.37
Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets 28,£13.96,£8.88,£8.50,£8.50,£9.78,£9.78
Valsartan 160mg / Hydrochlorothiazide 25mg tablets 28,£30.97,£30.97,£30.97,£30.96,£30.98,£30.93
Valsartan 160mg capsules 28,£7.67,£8.76,£8.39,£8.39,£7.27,£7.27
Valsartan 160mg tablets 28,£14.69,£14.69,£14.69,£14.69,£14.69,£14.69
Valsartan 320mg tablets 28,£18.17,£18.17,£18.17,£18.17,£18.17,£18.17
Valsartan 3mg/ml oral solution 160,£7.20,£7.20,£7.20,£7.20,£7.20,£7.20
Valsartan 40mg capsules 28,£3.36,£3.52,£3.38,£3.38,£2.82,£2.82
Valsartan 40mg tablets 7,£9.68,£9.55,£9.55,£9.55,£9.54,£9.54
Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets 28,£23.64,£23.64,£23.64,£23.63,£23.65,£23.61
Valsartan 80mg capsules 28,£5.68,£5.09,£4.88,£4.88,£4.52,£4.52
Valsartan 80mg tablets 28,£11.22,£11.22,£11.22,£11.22,£11.22,£11.22
Vancomycin 125mg capsules 28,£132.49,£132.49,£132.49,£132.49,£132.49,£132.49
Vancomycin 1g powder for solution for infusion vials 1,£11.25,£11.25,£11.25,£11.25,£11.25,£11.25
Vancomycin 1g powder for solution for infusion vials 10,£125.00,£11.25,£11.25,£11.25,£11.25,£11.25
Vancomycin 250mg capsules 28,£131.75,£131.75,£131.75,£131.75,£131.75,£131.75
Vancomycin 500mg powder for solution for infusion vials 1,£5.49,£5.49,£5.49,£5.49,£5.49,£5.49
Vancomycin 500mg powder for solution for infusion vials 10,£62.50,£5.49,£5.49,£5.49,£5.49,£5.49
Vardenafil 10mg orodispersible tablets sugar free 4,£19.67,£19.67,£19.67,£19.67,£19.67,£19.67
Vardenafil 10mg tablets 4,£10.68,£10.68,£10.68,£10.68,£10.68,£10.67
Vardenafil 20mg tablets 4,£8.63,£2.64,£2.54,£2.54,£1.53,£1.53
Vardenafil 5mg tablets 4,£6.88,£7.12,£7.25,£7.70,£7.58,£7.52
Varicella immunoglobulin 250mg solution for injection vials 1,£750.00,£750.00,£750.00,£750.00,£750.00,£750.00
Varicella vaccine (live) powder and solvent for solution for injection 0.5ml vials 1,£27.31,£27.31,£27.31,£27.31,£27.31,£27.31
Varicella vaccine (live) powder and solvent for suspension for injection 0.5ml vials 1,£30.28,£30.28,£30.28,£30.28,£30.28,£30.28
Venlafaxine 150mg modified-release capsules 28,£4.10,£4.10,£4.10,£4.10,£4.10,£4.10
Venlafaxine 150mg modified-release tablets 30,£3.90,£3.90,£3.90,£3.90,£3.90,£3.90
Venlafaxine 225mg modified-release capsules 28,£47.11,£47.11,£47.11,£47.11,£47.11,£47.11
Venlafaxine 225mg modified-release tablets 30,£33.60,£33.60,£33.60,£33.60,£33.60,£33.60
Venlafaxine 37.5mg modified-release capsules 28,£5.25,£5.25,£5.25,£5.25,£5.25,£5.25
